id,title,title_local,year,venue,status,source_type,primary_route,routes,level,tier,evidence_level,paper_url,doi,code_url,project_url,data_url,figure_url,source_note
a07,WISE: Rethinking the Knowledge Memory for Lifelong Model Editing of Large Language Models,面向终身模型编辑的知识记忆重构,2024,NeurIPS 2024,peer-reviewed,conference-paper,parametric,parametric,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/60960ad78868fce5c165295fbd895060-Abstract-Conference.html,10.52202/079017-1703,https://github.com/zjunlp/EasyEdit,,,,正式会议页与 PDF 全文核验；代码入口为作者工具库。
a06,Mass-Editing Memory in a Transformer,批量编辑 Transformer 记忆,2023,ICLR 2023,peer-reviewed,conference-paper,parametric,parametric,3,core,A,https://iclr.cc/virtual/2023/poster/11880,,https://github.com/kmeng01/memit,https://memit.baulab.info/,,,正式 ICLR 页、OpenReview、项目页及作者代码核验。
a04,Fast Model Editing at Scale,可扩展快速模型编辑,2022,ICLR 2022,peer-reviewed,conference-paper,parametric,parametric,3,core,A,https://iclr.cc/virtual/2022/poster/6846,,https://github.com/eric-mitchell/mend,https://openreview.net/forum?id=0DcZxeWfOPt,,,正式 ICLR 页、OpenReview 与作者代码核验。
a05,Locating and Editing Factual Associations in GPT,定位并编辑 GPT 中的事实关联,2022,NeurIPS 2022,peer-reviewed,conference-paper,parametric,parametric,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6f1d43d5a82a37e89b0665b33bf3a182-Abstract-Conference.html,10.52202/068431-1262,https://github.com/kmeng01/rome,https://rome.baulab.info/,,,正式会议页、项目页与作者代码核验。
a03,Editing Factual Knowledge in Language Models,编辑语言模型中的事实知识,2021,EMNLP 2021,peer-reviewed,conference-paper,parametric,parametric,3,bridge,A,https://aclanthology.org/2021.emnlp-main.522/,10.18653/v1/2021.emnlp-main.522,https://github.com/nicola-decao/KnowledgeEditor,,,,正式会议页及作者代码核验。
a02,Transformer Feed-Forward Layers Are Key-Value Memories,Transformer 前馈层作为键值记忆,2021,EMNLP 2021,peer-reviewed,conference-paper,parametric,parametric,3,core,A,https://aclanthology.org/2021.emnlp-main.446/,10.18653/v1/2021.emnlp-main.446,,,,,正式会议页与 PDF 核验。
a01,Language Models as Knowledge Bases?,语言模型能否作为知识库,2019,EMNLP-IJCNLP 2019,peer-reviewed,conference-paper,parametric,evaluation|parametric,3,background,B,https://aclanthology.org/D19-1250/,10.18653/v1/D19-1250,https://github.com/facebookresearch/LAMA,,,,元数据与核心主张来自 ACL Anthology；反证来自 Cao et al. 2021 ACL 正式版。
product-key-memory-2019,Large Memory Layers with Product Keys,采用产品键的大规模记忆层,2019,NeurIPS 2019,peer-reviewed,paper,parametric,parametric,3,background,B,https://papers.neurips.cc/paper_files/paper/2019/hash/9d8df73a3cfbf3c5b47bc9b50f214aff-Abstract.html,,,,,,作为 Memory Layers at Scale 的直接历史前身纳入 background；正式状态、算法、复杂度和表图由 NeurIPS 正式页与全文核验。
supo-2026,Beyond the Context Window: Scaling Agentic RL via End-to-end Optimized Context Compression,超越上下文窗口：通过端到端优化的上下文压缩扩展智能体强化学习,2026,ACL 2026,peer-reviewed,paper,contextual,contextual|agentic,1,core,A,https://aclanthology.org/2026.acl-long.966/,10.18653/v1/2026.acl-long.966,,,,,ACL 正式页与 52 页正式 PDF 全文核验；明确区分工作窗口与通过摘要得到的有效长度。
emllm-2025,Human-inspired Episodic Memory for Infinite Context LLMs,面向无限上下文大模型的类人情景记忆,2025,ICLR 2025,peer-reviewed,paper,contextual,contextual|retrieval,1,bridge,A,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c05144b635df16ac9bbf8246bbbd55ca-Abstract-Conference.html,,,,,,ICLR 正式页和 PDF 全文核验；因路线已有多项核心代表而降 tier，不因证据不足降 V。
a20,Learning to (Learn at Test Time): RNNs with Expressive Hidden States,学习在测试时学习：具有表达性隐藏状态的循环网络,2025,"ICML 2025, PMLR 267:57503–57522",peer-reviewed,conference-paper,contextual,contextual,1,core,A,https://proceedings.mlr.press/v267/sun25h.html,,https://github.com/test-time-training/ttt-lm-jax,,,,PMLR 正式页、全文及作者代码核验。
mplus-2025,M+: Extending MemoryLLM with Scalable Long-Term Memory,M+：以可扩展长期记忆扩展 MEMORYLLM,2025,"ICML 2025, PMLR 267:63308–63323",peer-reviewed,conference-paper,contextual,contextual|retrieval,1,bridge,A,https://proceedings.mlr.press/v267/wang25au.html,,,,,,ICML 2025 / PMLR 267 正式页和 PDF 全文核验；按 MEMORYLLM 的独立后续工作处理，未将相近显存外推为相近延迟或端到端成本，也不声称真实跨会话记忆。
a21,Titans: Learning to Memorize at Test Time,在测试时学习记忆,2025,NeurIPS 2025,peer-reviewed,conference-paper,contextual,contextual,1,core,A,https://papers.neurips.cc/paper_files/paper/2025/hash/a4ca07aa108036f80cbb5b82285fd4b1-Abstract-Conference.html,10.52202/085713-3786,,https://research.google/pubs/titans-learning-to-memorize-at-test-time/,,,NeurIPS 正式页、arXiv 全文与机构项目页核验。
a19,Leave No Context Behind: Efficient Infinite Context Transformers with Infini-attention,使用 Infini-attention 的高效无限上下文 Transformer,2024,arXiv,preprint,preprint,contextual,contextual,1,bridge,C,https://arxiv.org/abs/2404.07143,,,,,,arXiv 全文核验；截至检索日未确认正式同行评议版。
a17,Augmenting Language Models with Long-Term Memory,用长期记忆增强语言模型,2023,NeurIPS 2023,peer-reviewed,conference-paper,contextual,contextual|retrieval,1,core,A,https://proceedings.neurips.cc/paper_files/paper/2023/hash/ebd82705f44793b6f9ade5a669d0f0bf-Abstract-Conference.html,10.52202/075280-3259,https://aka.ms/LongMem,https://aka.ms/LongMem,,,正式会议页、PDF 与作者短链核验。
a15,Block-Recurrent Transformers,分块循环 Transformer,2022,NeurIPS 2022,peer-reviewed,conference-paper,contextual,contextual,1,core,A,https://proceedings.neurips.cc/paper_files/paper/2022/hash/d6e0bbb9fc3f4c10950052ec2359355c-Abstract-Conference.html,10.52202/068431-2409,,,,,正式会议页与 PDF 核验；未找到可靠作者代码入口。
a14,Memorizing Transformers,可记忆 Transformer,2022,ICLR 2022 Spotlight,peer-reviewed,conference-paper,contextual,contextual|retrieval,1,bridge,A,https://iclr.cc/virtual/2022/poster/6064,,https://github.com/google-research/memorizing-transformers,https://openreview.net/forum?id=TrjbxzRcnf-,,,正式 ICLR 页、OpenReview 与机构代码核验。
a16,Recurrent Memory Transformer,循环记忆 Transformer,2022,NeurIPS 2022,peer-reviewed,conference-paper,contextual,contextual,1,core,A,https://proceedings.neurips.cc/paper_files/paper/2022/hash/47e288629a6996a17ce50b90a056a0e1-Abstract-Conference.html,10.52202/068431-0805,https://github.com/booydar/recurrent-memory-transformer,,,,正式版作者拼写采用 Yury；PDF 早期拼写存在差异。
a13,Compressive Transformers for Long-Range Sequence Modelling,面向长程序列建模的压缩 Transformer,2020,ICLR 2020,peer-reviewed,conference-paper,contextual,contextual,1,core,A,https://iclr.cc/virtual/2020/poster/1602,,,https://deepmind.google/blog/a-new-model-and-dataset-for-long-range-memory/,,,ICLR 正式页、OpenReview PDF 与机构项目说明核验。
a12,Transformer-XL: Attentive Language Models beyond a Fixed-Length Context,超越固定上下文的注意语言模型,2019,ACL 2019,peer-reviewed,conference-paper,contextual,contextual,1,core,A,https://aclanthology.org/P19-1285/,10.18653/v1/P19-1285,https://github.com/kimiyoung/transformer-xl,,,,正式会议页、PDF 与作者代码核验。
a18,MEMORYLLM: Towards Self-Updatable Large Language Models,迈向可自更新的大语言模型,2024,"ICML 2024, PMLR 235:50453–50466",peer-reviewed,conference-paper,contextual,contextual|parametric,3,core,A,https://proceedings.mlr.press/v235/wang24s.html,,https://github.com/wangyu-ustc/MemoryLLM,,,,PMLR 正式版全文与作者代码核验。
hipporag2-2025,From RAG to Memory: Non-Parametric Continual Learning for Large Language Models,从检索增强生成到记忆：大语言模型的非参数持续学习,2025,"ICML 2025, PMLR 267:21497–21515",peer-reviewed,conference-paper,retrieval,retrieval,3,bridge,A,https://proceedings.mlr.press/v267/gutierrez25a.html,,,,,,ICML 2025 / PMLR 267 正式页和 PDF 全文核验；其段落节点、识别过滤、任务与作者组均表明它是 HippoRAG 的独立后续论文，不是同一版本。
hipporag-2024,HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models,HippoRAG：受神经生物学启发的大语言模型长期记忆,2024,NeurIPS 2024,peer-reviewed,paper,retrieval,retrieval,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/6ddc001d07ca4f319af96a3024f6dbd1-Abstract-Conference.html,10.52202/079017-1902,,,,,NeurIPS 2024 正式会议页和 PDF 全文核验；在线检索效率与离线 OpenIE/建图成本分开记录；与 HippoRAG 2 按两篇独立工作处理。
ext-instructretro-2024,InstructRetro: Instruction Tuning post Retrieval-Augmented Pretraining,InstructRetro：检索增强预训练后的指令微调,2024,"ICML 2024, PMLR 235:51255–51272",peer-reviewed,paper,retrieval,retrieval,3,bridge,A,https://proceedings.mlr.press/v235/wang24bd.html,,,https://huggingface.co/nvidia/retro-48b-instruct-4k,,,PMLR 元数据、全文、附录和 NVIDIA 模型页核验。
ext-retro-2022,Improving language models by retrieving from trillions of tokens,通过从万亿词元中检索改进语言模型,2022,"ICML 2022, PMLR 162:2206–2240",peer-reviewed,paper,retrieval,retrieval,3,core,A,https://proceedings.mlr.press/v162/borgeaud22a.html,,,,,,PMLR 正式页、PDF 全文和图表核验。
serac-2022,Memory-Based Model Editing at Scale,基于显式记忆的可扩展模型编辑,2022,"ICML 2022, PMLR 162:15817–15831",peer-reviewed,paper,retrieval,parametric|retrieval,3,bridge,A,https://proceedings.mlr.press/v162/mitchell22a.html,,,https://sites.google.com/view/serac-editing,,,题名、作者、页码、机制与摘要结论来自 PMLR 正式页。
ext-knnlm-2020,Generalization through Memorization: Nearest Neighbor Language Models,通过记忆实现泛化：最近邻语言模型,2020,ICLR 2020,peer-reviewed,paper,retrieval,retrieval,3,core,A,https://iclr.cc/virtual_2020/poster_HklBjCEKvH.html,,https://github.com/urvashik/knnlm,,,,元数据由 arXiv 与 ICLR 录用页核验，机制和数字由全文核验；代码为作者仓库。
ext-realm-2020,Retrieval Augmented Language Model Pre-Training,REALM：检索增强语言模型预训练,2020,"ICML 2020, PMLR 119:3929–3938",peer-reviewed,paper,retrieval,retrieval,3,bridge,A,https://proceedings.mlr.press/v119/guu20a.html,,https://github.com/google-research/language/tree/master/language/realm,,,,PMLR 会议页与全文核验；代码为 Google Research 官方仓库路径。
ext-rag-2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,面向知识密集型自然语言处理任务的检索增强生成,2020,NeurIPS 2020,peer-reviewed,paper,retrieval,retrieval,3,bridge,A,https://papers.nips.cc/paper_files/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,,https://github.com/facebookresearch/RAG,,,,正式会议页和全文核验；将其标为桥接路线是基于缺少交互写入、更新策略和生命周期管理的审计判断。
arigraph-2025,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,AriGraph：为大模型智能体学习带情景记忆的知识图世界模型,2025,IJCAI 2025,peer-reviewed,paper,agentic,agentic|retrieval,1,bridge,A,https://www.ijcai.org/proceedings/2025/2,10.24963/ijcai.2025/2,,,,,采用 IJCAI 2025 正式论文集并以 DBLP 和 DOI 交叉核验。OpenAlex 与 Crossref 的 10.24963/ijcai.2024/2 元数据误挂同题名，但该正式 PDF 实为另一论文；本记录已更正为 2025/2。
agent-reflexion-2023,Reflexion: Language Agents with Verbal Reinforcement Learning,Reflexion：具有语言强化学习的语言智能体,2023,NeurIPS 2023,peer-reviewed,paper,agentic,agentic,1,core,A,https://papers.nips.cc/paper_files/paper/2023/hash/1b44b878bb782e6954cd888628510e90-Abstract-Conference.html,10.52202/075280-0377,https://github.com/noahshinn024/reflexion,,,,NeurIPS 正式页、全文和作者仓库核验；WebShop 负结果来自论文附录而非二手评论。
agent-agemem-2026,Agentic Memory: Learning Unified Long-Term and Short-Term Memory Management for Large Language Model Agents,自主记忆：学习统一管理大语言模型智能体的长期与短期记忆,2026,ACL 2026,peer-reviewed,paper,agentic,agentic,2,core,A,https://aclanthology.org/2026.acl-long.981/,10.18653/v1/2026.acl-long.981,https://github.com/y1y5/AgeMem,,,,ACL Anthology 正式页、PDF 和作者代码核验。
agenticcache-2026,AgenticCache: Cache-Driven Asynchronous Planning for Embodied AI Agents,AgenticCache：面向具身智能体的缓存驱动异步规划,2026,MLSys 2026,peer-reviewed,conference paper,agentic,agentic|evaluation,2,bridge,B,https://proceedings.mlsys.org/paper_files/paper/2026/hash/c66a9db149261435664284a20b6f1d42-Abstract-Conference.html,,,,,,因任务域单一，尽管系统证据完整仍定为 bridge。
chronomem-2026,ChronoMem: Version Control and Semantic Rollback for Large Language Model Agent Memory,ChronoMem：大模型智能体记忆的版本控制与语义回滚,2026,arXiv,preprint,paper,agentic,agentic|retrieval|evaluation,2,bridge,C,https://arxiv.org/abs/2607.27773,,,,,,arXiv 原始全文核验；机制不可替代但出版与数值一致性存在明确风险，故只作为桥接预印本。
hippocampus-2026,Hippocampus: An Efficient and Scalable Memory Module for Agentic AI,Hippocampus：高效可扩展的智能体记忆模块,2026,MLSys 2026,peer-reviewed,conference paper,agentic,agentic|contextual|evaluation,2,core,B,https://proceedings.mlsys.org/paper_files/paper/2026/hash/a1d04870cf83a0f29819d66f1dfdbfcb-Abstract-Conference.html,,,,,,全文表格和删除措辞均已核验；未把未来工作写成已证实能力。
agent-lightmem-2026,Lightweight LLM Agent Memory with Small Language Models,使用小语言模型的轻量级大语言模型智能体记忆,2026,ACL 2026,peer-reviewed,paper,agentic,agentic,2,core,A,https://aclanthology.org/2026.acl-long.588/,10.18653/v1/2026.acl-long.588,,,,,ACL Anthology 正式页和 PDF 全文核验；未把搜索到的同名 GitHub 误认作本论文代码。
mragent-2026,"Memory is Reconstructed, Not Retrieved: Graph Memory for LLM Agents",记忆是重构出来的，而不是一次检索得到的：面向大模型智能体的图记忆,2026,ICML 2026,peer-reviewed,paper,agentic,agentic|retrieval,2,core,A,https://icml.cc/virtual/2026/poster/60697,,,,,,ICML 官方海报页核验状态；arXiv 全文核验机制、表格、消融和局限。
agent-memory-r1-2026,Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning,Memory-R1：通过强化学习增强大语言模型智能体的记忆管理与利用,2026,ACL 2026,peer-reviewed,paper,agentic,agentic,2,core,A,https://aclanthology.org/2026.acl-long.583/,10.18653/v1/2026.acl-long.583,,,,,ACL Anthology 正式元数据与 PDF 全文核验；未找到可确认作者代码入口，故不填 code_url。
promptx-2026,PromptX: A Cognitive Agent Platform with Long-term Memory,PromptX：具备长期记忆的认知智能体平台,2026,The Web Conference 2026 Companion,peer-reviewed,companion demo paper,agentic,agentic|personal|evaluation,2,bridge,C,https://dl.acm.org/doi/10.1145/3774905.3793108,10.1145/3774905.3793108,,,,,机制由全文核验；部署数字明确标作自报，未提升证据质量。
agent-recmem-2026,RecMem: Recurrence-based Memory Consolidation for Efficient and Effective Long-Running LLM Agents,RecMem：面向长期运行大语言模型智能体的复现驱动记忆巩固,2026,Findings of ACL 2026,peer-reviewed,paper,agentic,agentic,2,core,A,https://aclanthology.org/2026.findings-acl.1619/,10.18653/v1/2026.findings-acl.1619,https://github.com/CaiusDai/RecMem,,,,ACL Anthology 正式页、全文、作者代码与限制段核验。
text2mem-2026,Text2Mem: A Unified Memory Operation Language for Memory Operating System,Text2Mem：面向记忆操作系统的统一记忆操作语言,2026,Findings of ACL 2026,peer-reviewed,paper,agentic,agentic|personal|evaluation,2,core,A,https://aclanthology.org/2026.findings-acl.100/,10.18653/v1/2026.findings-acl.100,,,,,ACL 正式页与 PDF 全文核验；作者大小写按 PDF；不把执行成功率改写为安全语义保证。
automating-data-access-permissions-ai-agents-2026,Towards Automating Data Access Permissions in AI Agents,面向人工智能智能体的数据访问权限自动化,2026,IEEE Symposium on Security and Privacy 2026,peer-reviewed,paper,agentic,agentic|personal|evaluation,2,core,A,https://doi.org/10.1109/SP63933.2026.00018,10.1109/SP63933.2026.00018,https://github.com/llm-platform-security/ai-agent-permissions,,,,正式接收与 DOI 由 IEEE S&P 2026 页面核验；作者公开全文用于核对第 4 至第 7 节、图 1 至图 7及表 1 至表 6。结果只对应情境研究和离线预测，不等同于已执行的权限系统。
agent-amem-2025,A-Mem: Agentic Memory for LLM Agents,A-Mem：面向大语言模型智能体的自主记忆,2025,NeurIPS 2025,peer-reviewed,paper,agentic,agentic,2,core,A,https://papers.nips.cc/paper_files/paper/2025/hash/19909c36f51abc4856b4560aff3d36d6-Abstract-Conference.html,10.52202/085713-0593,,,,,NeurIPS 正式页和 PDF 全文核验；对效率结论按实际测量边界降格。
g-memory-2025,G-Memory: Tracing Hierarchical Memory for Multi-Agent Systems,G-Memory：面向多智能体系统的分层轨迹记忆,2025,NeurIPS 2025,peer-reviewed,paper,agentic,agentic|retrieval,2,bridge,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/136a45cd9b841bf785625709a19c6508-Abstract-Conference.html,10.52202/085713-0439,,,,,NeurIPS 2025 正式会议页和正式 PDF 全文核验；HTML 的 Frank Wan 与 PDF 首页的 Guancheng Wan 存在作者名冲突，合并时必须保留来源注记。
agent-mem0-2025,Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory,Mem0：用可扩展长期记忆构建可生产部署的智能体,2025,ECAI 2025,peer-reviewed,paper,agentic,agentic,2,core,A,https://doi.org/10.3233/FAIA251160,10.3233/FAIA251160,https://github.com/mem0ai/mem0,,,,ECAI 接收页／DOI、arXiv 全文和官方代码核验。
agent-memllm-2025,MemLLM: Finetuning LLMs to Use Explicit Read-Write Memory,MemLLM：微调大语言模型使用显式读写记忆,2025,Transactions on Machine Learning Research,peer-reviewed,paper,agentic,agentic,2,core,A,https://openreview.net/forum?id=dghM7sOudh,,https://github.com/amodaresi/MemLLM,,,,TMLR OpenReview 元数据、正式 PDF、作者代码和限制段全文核验。
sagallm-2025,"SagaLLM: Context Management, Validation, and Transaction Guarantees for Multi-Agent LLM Planning",SagaLLM：多智能体大模型规划的上下文管理、验证与事务保证,2025,PVLDB 18(12),peer-reviewed,journal/conference paper,agentic,agentic|evaluation,2,core,B,https://www.vldb.org/pvldb/vol18/p4874-chang.pdf,10.14778/3750601.3750611,,,,,书目信息、状态对象与场景证据由 PVLDB 正式全文核验。
agent-zep-2025,Zep: A Temporal Knowledge Graph Architecture for Agent Memory,Zep：面向智能体记忆的时序知识图架构,2025,arXiv preprint,preprint,paper,agentic,agentic,2,bridge,C,https://arxiv.org/abs/2501.13956,,https://github.com/getzep/graphiti,,,,arXiv 全文与官方开源 Graphiti 核验；因公司自评与预印本状态降级。
agent-expel-2024,ExpeL: LLM Agents Are Experiential Learners,ExpeL：大语言模型智能体是经验学习者,2024,AAAI 2024,peer-reviewed,paper,agentic,agentic,2,core,A,https://ojs.aaai.org/index.php/AAAI/article/view/29936,10.1609/aaai.v38i17.29936,https://github.com/LeapLabTHU/ExpeL,,,,AAAI 正式页、PDF 与作者代码核验。
agent-voyager-2024,Voyager: An Open-Ended Embodied Agent with Large Language Models,Voyager：基于大语言模型的开放式具身智能体,2024,Transactions on Machine Learning Research,peer-reviewed,paper,agentic,agentic,2,core,A,https://openreview.net/forum?id=ehfRiF0R3a,,https://github.com/MineDojo/Voyager,https://voyager.minedojo.org/,,,TMLR 录用状态、arXiv 全文、项目页与作者代码核验。
agent-generative-agents-2023,Generative Agents: Interactive Simulacra of Human Behavior,生成式智能体：人类行为的交互式拟真,2023,UIST 2023,peer-reviewed,paper,agentic,agentic,2,core,A,https://doi.org/10.1145/3586183.3606763,10.1145/3586183.3606763,https://github.com/joonspk-research/generative_agents,,,,ACM DOI、全文与作者代码核验；不把模拟可信度表述为独立现实有效性证据。
agent-memgpt-2023,MemGPT: Towards LLMs as Operating Systems,MemGPT：迈向作为操作系统的大语言模型,2023,arXiv preprint,preprint,paper,agentic,agentic,2,core,C,https://arxiv.org/abs/2310.08560,,https://github.com/letta-ai/letta,https://www.letta.com/,,,arXiv 全文与官方项目核验；出版状态明确保持 preprint。
ama-2026,AMA: Adaptive Memory via Multi-Agent Collaboration,AMA：通过多智能体协作实现自适应记忆,2026,Findings of ACL 2026,peer-reviewed,paper,agentic,agentic|retrieval|evaluation,3,core,A,https://aclanthology.org/2026.findings-acl.152/,10.18653/v1/2026.findings-acl.152,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
memp-2026,Memp: Exploring Agent Procedural Memory,Memp：探索智能体程序记忆,2026,Findings of ACL 2026,peer-reviewed,paper,agentic,agentic|evaluation,3,core,A,https://aclanthology.org/2026.findings-acl.866/,10.18653/v1/2026.findings-acl.866,,,,,正式论文页核验元数据与出版状态；公开全文核验机制、表图证据和局限。
steem-2026,Controllable Memory Usage: Balancing Anchoring and Innovation in Long-Term Human–Agent Interaction,可控记忆使用：在长期人机交互中平衡历史锚定与创新,2026,ACL 2026,peer-reviewed,paper,personal,personal|agentic|evaluation,2,core,A,https://aclanthology.org/2026.acl-long.670/,10.18653/v1/2026.acl-long.670,https://github.com/Moore-Tian/SteeM-Memory-Control,,,,ACL 正式页与 PDF 全文核验；数字仅在论文的模拟场景和人工验证边界内表述。
memweaver-personal-2026,MemWeaver: A Hierarchical Memory from Textual Interactive Behaviors for Personalized Generation,MemWeaver：从文本交互行为构建个性化生成的分层记忆,2026,The Web Conference 2026,peer-reviewed,conference paper,personal,personal|retrieval|evaluation,2,core,B,https://dl.acm.org/doi/10.1145/3774904.3792732,10.1145/3774904.3792732,,,,,ACM 正式 DOI 与作者全文已交叉核验。
ontology-agent-memory-2026,Ontology-Guided Long-Term Agent Memory for Conversational RAG,面向对话式 RAG 的本体引导长期智能体记忆,2026,MLSys 2026,peer-reviewed,conference paper,personal,personal|retrieval|evaluation|agentic,2,core,B,https://proceedings.mlsys.org/paper_files/paper/2026/hash/2fb4be70fc9668e9ec2c71b34fb127d4-Abstract-Conference.html,,,,,,题名、作者、机制、表格和页码均由 MLSys 正式全文核验。
ariel-privacy-decisions-2026,Personalizing Agent Privacy Decisions via Logical Entailment,通过逻辑蕴含实现智能体隐私决策个性化,2026,Proceedings on Privacy Enhancing Technologies 2026(3),peer-reviewed,paper,personal,personal|agentic|evaluation,2,core,A,https://petsymposium.org/popets/2026/popets-2026-0087.php,10.56553/popets-2026-0087,,,,,正式元数据和全文均来自 PoPETs 2026 第三期；核对正式页码 378 至 407、第 3 至第 8 节、图 1 至图 7和表 1 至表 5。安全边界只保留高层假设，不复述可操作攻击方法。
recallbot-2026,RECALLbot: Designing Agentic Memory and Reciprocal Disclosure for Human–Chatbot Relationships,RECALLbot：为人机关系设计智能体记忆与互惠披露,2026,CHI 2026,peer-reviewed,conference-paper,personal,personal|agentic|evaluation,2,bridge,A,https://dl.acm.org/doi/10.1145/3772318.3790714,10.1145/3772318.3790714,,,,,CHI 2026 ACM 正式全文核验；同时记录 Me/We 控制差异、不显著指标、基线多因素变化和界面删除不等于后端删除审计。
